ville,quartier,type_bien,surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,etat,annee_construction,balcon,terrasse,parking,chauffage,classe_energie,distance_centre,distance_transport,score_commerces,date_mise_vente,prix
Paris,Bastille,Appartement,64.5149569974491,2,1.0,0,0,À rénover,,1,1,0.0,Individuel gaz,E,9.272024770027215,231.9732491597814,1.0,2020-01-11,433923.5855927929
Bordeaux,Centre,Appartement,149.4608901748221,5,5.0,3,1,Correct,1962.0,1,1,0.0,Individuel gaz,D,4.891354163911204,399.22253422224134,10.0,2020-04-07,657323.4054284716
Le Havre,Est,Appartement,60.87390845079675,3,2.0,2,0,Très bon,1936.0,0,0,0.0,Collectif,D,6.7940369983300615,26.733459629007797,9.0,2021-01-19,120709.94147080685
Nantes,Ouest,Loft,114.71586128464084,6,5.0,6,1,Très bon,1982.0,1,0,0.0,Individuel électrique,,13.79074025870036,,4.0,2022-05-05,440794.82998057734
Rennes,Ouest,Maison,144.365774590618,4,4.0,0,0,Correct,1959.0,0,0,0.0,Individuel gaz,,15.636485011131516,287.79766444298974,4.0,2021-10-07,255513.23132112352
Bordeaux,Centre,Appartement,71.60677120911873,3,1.0,6,1,Neuf,1940.0,0,0,1.0,Pompe à chaleur,C,6.029445858002193,149.28384383137197,,2022-12-08,397859.11206383014
Strasbourg,Est,Appartement,78.45253687720695,4,3.0,6,1,Bon,2016.0,0,0,1.0,Individuel gaz,E,11.724884205397176,158.7450889416306,10.0,2021-08-27,243151.67814560613
Paris,Marais,Appartement,58.18017975815698,2,2.0,3,1,Correct,1910.0,0,0,1.0,Collectif,D,5.918264503710672,205.39980225176708,,2023-12-05,616340.8378386751
Reims,Sud,Duplex,144.9566832806948,4,3.0,1,0,Bon,1997.0,1,0,1.0,Individuel électrique,,9.293310431130926,254.41102917805094,6.0,2020-03-20,275844.73692496837
Reims,Nord,Maison,139.61501651349027,4,3.0,0,0,Bon,1974.0,0,0,0.0,Individuel électrique,C,8.287544219641983,483.0981106762582,7.0,2023-04-27,247396.02137106523
Paris,Saint-Germain,Maison,121.50288792011281,6,5.0,0,0,À rénover,1996.0,0,0,2.0,Collectif,G,3.6249530522576796,540.9055179207128,10.0,2023-04-01,742358.7482107996
Nantes,Sud,Studio,30.970208342590162,1,3.0,2,0,Neuf,1905.0,0,0,2.0,Individuel électrique,E,7.736990413854561,778.1469515334695,2.0,2022-07-12,157334.0320659612
Nice,Ouest,Studio,57.90675254269703,1,0.0,4,1,Bon,1959.0,0,1,1.0,Individuel électrique,D,5.3285870482430155,498.4220572384493,1.0,2020-12-19,359153.336942223
Bordeaux,Sud,Maison,114.56825259135849,4,3.0,0,0,Bon,2000.0,0,0,2.0,Individuel électrique,F,5.587913995014721,40.73181592405473,7.0,2023-06-24,411791.03839391714
Lyon,Croix-Rousse,Appartement,53.41488271359476,2,1.0,3,1,Neuf,2002.0,1,0,0.0,Individuel électrique,D,3.4859452054367694,74.10743045173999,5.0,2020-04-23,339441.9946186699
Montpellier,Sud,Loft,141.84117633178235,6,5.0,4,0,Très bon,1999.0,0,0,1.0,Pompe à chaleur,D,15.246660610069906,219.01017430822085,6.0,2023-10-08,551333.8585431899
Rennes,Est,Studio,24.117157776494267,1,0.0,4,1,Bon,1994.0,0,0,1.0,Individuel gaz,,6.224431561971035,321.9242445394331,5.0,2022-08-26,68232.00375844329
Nice,Centre,Studio,32.431635442211416,1,0.0,7,1,À rénover,1958.0,0,0,1.0,Individuel gaz,C,5.672571588846386,252.80430678904736,8.0,2023-04-16,138564.34035836908
Lyon,Confluence,Duplex,151.63713445701322,4,,8,1,Correct,1990.0,1,0,1.0,Individuel électrique,D,19.176508428092845,320.88248733545737,3.0,2022-08-13,530051.8614699573
Le Havre,Est,Studio,38.62647541475273,1,0.0,6,1,Bon,1910.0,0,0,1.0,Pompe à chaleur,F,3.0202956838396955,139.27626241839323,,2022-05-14,95545.9833342909
Lille,Sud,Studio,31.72400544609294,1,0.0,0,0,Neuf,1925.0,0,0,0.0,,D,5.421034432970999,662.866759780567,1.0,2022-02-07,109635.54111010194
Rennes,Ouest,Duplex,120.63549901406424,4,3.0,8,1,Très bon,1974.0,0,0,1.0,Pompe à chaleur,D,11.347154942421671,259.0781819136987,2.0,2022-06-25,419438.87476609764
Rennes,Ouest,Appartement,78.19741585707504,4,3.0,5,1,À rénover,1974.0,1,0,1.0,Collectif,C,11.751852564847372,,2.0,2023-04-15,161896.34189956568
Reims,Est,Maison,185.32259309841595,6,5.0,0,0,Neuf,1967.0,0,0,1.0,Individuel gaz,E,4.535303171832097,398.2971095785779,,2021-08-14,406998.29294060403
Nantes,Est,Maison,237.37805624615376,4,3.0,0,0,Correct,1992.0,0,1,0.0,Individuel électrique,C,1.4501206856166085,95.5509768915267,7.0,2023-10-14,702975.0183708481
Lille,Nord,Appartement,55.89416236264359,3,1.0,4,0,Très bon,1976.0,0,0,1.0,Individuel gaz,E,0.9263245610735723,,3.0,2020-06-21,165705.5567982059
Montpellier,Nord,Studio,21.443845480854772,1,1.0,0,0,Correct,1896.0,1,0,1.0,Individuel électrique,,8.503345741838217,124.73214129210875,2.0,2022-09-05,74494.05932240789
Toulouse,Ouest,Studio,36.7526705822937,1,0.0,3,1,Correct,2010.0,0,0,0.0,Individuel gaz,G,6.552172517564502,438.79792992380476,7.0,2020-06-10,91129.31893583077
Lyon,Vieux-Lyon,Studio,24.996964224245268,1,1.0,4,0,Bon,1982.0,1,0,,Individuel électrique,F,3.509861238856168,28.7224979891034,3.0,2021-08-21,117447.21753341053
Reims,Sud,Duplex,83.6107605027252,4,4.0,1,0,Très bon,2011.0,0,0,2.0,,C,4.922426470665182,77.88755568555626,4.0,2020-04-12,241121.61531784662
Rennes,Centre,Appartement,118.26247341804766,6,5.0,0,0,Correct,1963.0,1,0,0.0,Individuel gaz,,7.2067704185757755,265.3260778149146,2.0,2022-04-07,389175.1394061087
Nice,Ouest,Studio,32.84316971104448,1,0.0,3,1,Très bon,1851.0,0,0,0.0,Collectif,B,6.820507414093908,351.1053037100859,,2023-09-08,200932.48796279018
Angers,Centre,Maison,112.96345067028966,4,3.0,0,0,Neuf,1996.0,1,0,0.0,Individuel électrique,C,2.104221609470474,634.1452789633984,10.0,2023-09-11,314614.9879187901
Reims,Nord,Appartement,123.01551837471229,5,5.0,2,0,Correct,1976.0,1,0,0.0,Collectif,E,7.469595474547128,458.4197324255744,10.0,2022-12-26,221292.95947908942
Lyon,Croix-Rousse,Appartement,92.3363486019602,4,3.0,0,0,Très bon,1863.0,0,0,0.0,Individuel gaz,B,5.42076695225109,395.47730562854287,10.0,2020-11-26,491001.335929939
Lyon,Confluence,Loft,108.86222001397634,4,,3,1,Correct,1977.0,0,1,1.0,Collectif,D,2.7682929133958187,533.3368103041906,7.0,2021-05-29,605837.5340275865
Angers,Nord,Maison,173.65786988649626,4,2.0,0,0,Correct,2015.0,0,1,0.0,Individuel gaz,,2.218320715115937,279.83724537434387,1.0,2023-12-04,377069.5998359933
Nantes,Sud,Studio,42.119567691562004,1,0.0,0,0,Très bon,1934.0,1,1,,Individuel électrique,E,3.773766963245521,209.40608766000466,10.0,2021-06-12,194969.9682339393
Rennes,Ouest,Maison,122.66148825701889,4,,0,0,Correct,1944.0,1,0,0.0,Collectif,E,6.09260317039732,316.08871628569483,5.0,2022-06-08,293050.08532335906
Lille,Ouest,Appartement,102.04507662344099,5,3.0,2,0,Neuf,1984.0,0,0,,Collectif,C,1.8253524683941482,327.5082493896306,10.0,2020-05-24,422814.6677772949
Bordeaux,Est,Appartement,74.54820524621589,3,2.0,1,0,Bon,2002.0,0,0,1.0,Individuel électrique,C,6.03134615097434,542.8872478046706,,2023-11-23,301687.31665604404
Le Havre,Ouest,Appartement,71.41719344153736,3,2.0,8,1,Correct,1983.0,1,0,1.0,Individuel électrique,E,7.910887793376737,118.25190553793118,10.0,2022-08-28,121974.56633142773
Toulouse,Est,Duplex,202.58683516670678,6,5.0,0,0,Neuf,1986.0,1,0,,Collectif,D,9.280946929294677,644.9972095388657,3.0,2021-07-16,745479.1315455891
Nantes,Nord,Appartement,110.8317298435223,5,4.0,3,1,Bon,,0,0,0.0,,B,1.3940908243769115,217.67467514504452,9.0,2021-06-13,479783.0796809411
Strasbourg,Sud,Duplex,96.03038776777221,3,1.0,1,0,Très bon,1857.0,0,0,0.0,Collectif,F,3.274171792328487,254.73934144819617,4.0,2021-07-30,316795.2187034465
Le Havre,Sud,Duplex,125.93688915439456,6,5.0,2,0,Bon,2005.0,1,0,,Individuel électrique,C,6.9656415435563,35.3033504369819,8.0,2022-02-20,237854.8554782658
Rennes,Ouest,Duplex,93.18893063121563,3,2.0,1,0,Correct,2023.0,1,0,1.0,Individuel gaz,D,7.041014644689639,287.2489536817881,3.0,2020-09-24,289817.052938599
Nantes,Ouest,Maison,194.5314474173369,5,,0,0,Bon,2008.0,0,0,0.0,Collectif,C,1.5636744088663233,205.231940530166,,2021-07-13,614052.9475375939
Montpellier,Nord,Duplex,190.55422795201545,4,3.0,10,1,À rénover,1960.0,1,1,1.0,Individuel électrique,E,7.440337552074903,401.56139306343164,6.0,2023-04-03,518762.65027340647
Toulouse,Est,Appartement,117.87181769654431,4,3.0,0,0,Très bon,1954.0,0,0,1.0,Collectif,D,2.678286428909227,74.92351892673662,,2022-08-23,429036.6558418536
Reims,Sud,Appartement,85.88626936150123,4,3.0,3,1,Bon,2019.0,0,0,0.0,Individuel électrique,D,2.947237201297316,217.76727601054492,6.0,2020-10-08,187100.1836766364
Angers,Est,Appartement,83.02697030428561,4,3.0,4,1,Correct,2022.0,0,0,0.0,,E,4.500299409505446,206.26399852449418,,2023-10-08,887431.2528586434
Paris,Montmartre,Duplex,113.09602558793196,4,2.0,5,1,Très bon,,1,0,,Individuel gaz,D,9.474871337910542,,10.0,2021-01-15,1178600.8663087878
Strasbourg,Sud,Appartement,136.35577697421485,5,5.0,4,0,Très bon,1971.0,0,0,1.0,Individuel gaz,,7.9712872546404725,297.1611380973125,2.0,2022-11-05,457934.5308511404
Marseille,Castellane,Maison,213.0262824200915,4,3.0,0,0,Très bon,1971.0,0,0,0.0,,B,3.790593610999977,81.82157840880406,,2023-12-25,139618.62032664652
Dijon,Centre,Appartement,67.51644685658472,2,,1,0,Correct,1933.0,0,0,0.0,Collectif,B,2.4812662715819664,202.78785821290427,10.0,2020-07-22,193367.41047694717
Nantes,Nord,Appartement,78.5096967704907,3,,3,1,Très bon,,0,0,0.0,,C,10.660008798008867,961.294046464189,9.0,2023-02-24,269092.6318880853
Lyon,Vieux-Lyon,Appartement,79.619589985652,4,3.0,8,1,Bon,1928.0,0,0,,Collectif,F,2.073212925779193,283.42664501136113,1.0,2020-03-25,318918.62399768253
Bordeaux,Centre,Loft,97.22538970310563,3,1.0,6,1,Bon,1934.0,0,0,0.0,Individuel gaz,C,3.4467685003775768,182.86587680891554,7.0,2021-08-18,535726.6778455517
Paris,Belleville,Maison,180.9143820957981,4,3.0,0,0,Bon,1986.0,1,0,0.0,Collectif,D,3.980570141738799,119.74598249302869,2.0,2023-12-03,1396671.7131799324
Nantes,Centre,Loft,134.19631280195534,6,5.0,3,0,Bon,2008.0,0,0,0.0,Individuel électrique,E,1.011219081515251,563.854661970553,10.0,2022-07-08,675667.1985576478
Nantes,Nord,Maison,139.38583401849013,4,,0,0,Très bon,1985.0,1,0,1.0,Pompe à chaleur,E,3.996491349239397,58.16666631731377,7.0,2021-01-06,472445.245714034
Nice,Est,Duplex,152.8320131073059,4,3.0,3,1,Neuf,1967.0,0,0,2.0,Collectif,C,7.531385694405188,27.250543800878926,1.0,2020-11-03,942843.0646452227
Le Havre,Sud,Maison,149.4759710448731,4,,0,0,Très bon,1988.0,0,0,1.0,Individuel gaz,D,9.063572995445808,,4.0,2021-11-27,227168.36561845508
Nice,Centre,Maison,157.59884042579006,7,6.0,0,0,Bon,1966.0,0,0,1.0,Collectif,B,11.934659533710121,209.14998780151743,8.0,2023-02-23,630804.054820607
Paris,Belleville,Maison,148.54466074392897,4,3.0,0,0,Bon,1984.0,1,0,1.0,Collectif,B,6.777623907523073,,3.0,2020-07-08,1112916.937522903
Lille,Est,Maison,142.48116574320795,7,6.0,0,0,À rénover,1998.0,0,0,2.0,Collectif,C,5.9240722634840655,500.72717676479266,8.0,2020-05-30,243919.18063875084
Reims,Est,Studio,46.60460906941557,1,0.0,0,0,Correct,1860.0,0,0,0.0,Individuel électrique,B,4.9489705087341385,420.63239727678877,5.0,2020-07-10,80932.79903572229
Nice,Centre,Maison,246.30938002141895,4,,0,0,Correct,1935.0,1,0,1.0,Collectif,B,6.678607976411745,149.44093222279145,5.0,2021-06-15,1121721.9875059335
Lyon,Part-Dieu,Studio,25.916447584400935,1,0.0,3,0,Neuf,1989.0,0,0,0.0,Individuel gaz,,7.563000657163383,217.42313639309037,9.0,2023-08-23,145024.01987950335
Strasbourg,Est,Studio,44.62653996928115,1,1.0,1,0,Très bon,1961.0,1,0,2.0,Individuel gaz,D,4.584189796832248,,1.0,2023-06-22,186175.69119046562
Marseille,Vieux-Port,Appartement,52.03707651213222,2,1.0,0,0,Correct,,0,1,2.0,Individuel électrique,C,5.505449604787174,378.5520729646509,9.0,2023-09-20,271015.82077884255
Le Havre,Nord,Maison,162.88146374851942,6,4.0,0,0,Bon,1987.0,1,0,0.0,Individuel gaz,C,6.648050509090522,1180.1043214540775,4.0,2021-12-26,262212.09232362965
Angers,Centre,Appartement,55.20947608883179,2,1.0,3,1,Correct,1972.0,0,0,1.0,Collectif,,7.616538427998748,321.67304552342574,8.0,2021-05-20,114044.88587373195
Toulouse,Centre,Maison,289.57782675001056,4,2.0,0,0,Correct,2004.0,1,0,,Individuel gaz,E,2.361702526963521,101.35366759260678,4.0,2021-04-18,886581.8045829809
Marseille,Vieux-Port,Maison,237.05350904287334,5,4.0,0,0,Bon,1958.0,0,0,1.0,Collectif,A,3.061838790287166,,7.0,2022-04-09,1046835.9784185214
Marseille,Joliette,Duplex,81.08343401441124,3,3.0,0,0,Bon,1988.0,0,0,0.0,Individuel électrique,,6.238920606498862,585.4684521520752,3.0,2021-12-04,333519.2637156587
Toulouse,Centre,Appartement,61.25234189165759,3,1.0,0,0,Très bon,1963.0,0,0,0.0,Collectif,F,2.3723337151858184,144.39785756499035,6.0,2021-03-20,230165.77292622326
Nice,Nord,Appartement,70.97423858207644,4,3.0,1,0,Correct,1973.0,1,0,0.0,Individuel gaz,D,11.178699893403682,272.5678167293313,5.0,2023-04-10,284214.5580759265
Paris,Belleville,Appartement,75.00734143572879,3,2.0,10,1,Bon,1912.0,0,0,0.0,,A,4.699656391497889,80.60022318275003,7.0,2020-06-09,702464.4399164064
Toulouse,Nord,Appartement,54.153400644439756,3,1.0,6,1,Bon,2004.0,1,0,1.0,Individuel gaz,D,6.849495112165144,206.971702333544,4.0,2021-12-18,183967.82930641525
Reims,Ouest,Studio,39.26418502649014,1,0.0,3,1,Neuf,,0,0,0.0,Individuel gaz,E,4.065956640518024,811.5954327221818,1.0,2023-04-11,112065.18124700239
Reims,Centre,Studio,44.57050677890397,1,1.0,1,0,Bon,1947.0,0,0,0.0,Individuel gaz,F,2.1796185091186655,480.85031246348007,,2021-11-26,112938.53249560637
Rennes,Est,Studio,34.41896442517757,1,0.0,3,1,Correct,1904.0,0,0,0.0,,E,4.766351309963396,366.3428031202815,5.0,2023-07-11,102692.41170754119
Montpellier,Est,Loft,125.49631527472945,5,4.0,4,1,Correct,1970.0,0,1,,,C,3.3792477796243228,,2.0,2020-06-07,586490.9121264647
Lille,Centre,Appartement,63.29858598922348,2,0.0,0,0,Correct,1962.0,1,0,2.0,Individuel gaz,G,3.853927826807509,214.07837078561317,1.0,2021-11-19,186080.49282895107
Strasbourg,Sud,Appartement,69.97200392349696,2,1.0,9,1,Neuf,1907.0,0,0,2.0,Individuel gaz,,6.4537668988891586,647.9889201637553,6.0,2020-05-22,339867.94343959197
Bordeaux,Sud,Appartement,81.16538502051772,4,3.0,4,1,Bon,1994.0,1,0,,Pompe à chaleur,D,3.9615795587882916,136.74352439389858,9.0,2020-11-16,393565.7029123868
Nice,Nord,Loft,127.2242963816779,4,3.0,9,1,Correct,1896.0,1,0,1.0,Individuel gaz,D,10.123579661081973,179.34610974263424,7.0,2020-07-03,546729.0187837126
Le Havre,Centre,Studio,30.91615005535467,1,,3,1,Très bon,1920.0,1,0,0.0,Individuel gaz,D,8.040915955393533,316.1774431769517,5.0,2021-03-24,65763.06124746187
Angers,Centre,Maison,222.1704957609571,5,3.0,0,0,Correct,1966.0,0,0,0.0,Collectif,B,11.814023135218534,212.3540270077984,2.0,2023-01-06,413799.05906306265
Lille,Ouest,Appartement,88.73935581046689,4,4.0,4,1,Bon,1955.0,0,0,0.0,Individuel gaz,D,5.369308899935939,247.90254468540476,6.0,2021-06-24,232400.96865032893
Toulouse,Sud,Appartement,105.57025464995843,5,4.0,3,1,À rénover,1943.0,0,0,0.0,,D,4.336400716572477,264.69647084326886,2.0,2022-12-15,212669.77397572584
Montpellier,Sud,Duplex,121.00749412707475,5,4.0,0,0,Très bon,1976.0,0,0,0.0,Individuel électrique,D,5.025343019025024,145.14798765626355,4.0,2020-09-26,478620.3613592027
Bordeaux,Centre,Appartement,78.80047645089624,3,3.0,6,1,Neuf,1972.0,0,0,,Individuel électrique,,5.987202727059551,612.1629342822753,6.0,2022-05-10,475135.8137879958
Le Havre,Nord,Studio,41.56644379469451,1,0.0,2,0,Très bon,1963.0,1,0,0.0,Individuel gaz,E,6.543629763343014,81.32032584172434,1.0,2023-10-31,77141.22008400809
Strasbourg,Centre,Appartement,58.7911110112567,3,3.0,3,0,Correct,1997.0,0,0,,Individuel électrique,,5.355088595397278,376.8544292406941,2.0,2023-04-29,186717.73338867616
Dijon,Nord,Appartement,169.8191295902097,4,3.0,2,0,Très bon,1970.0,0,0,0.0,Individuel électrique,D,4.810083261422721,315.45562735926774,6.0,2021-04-28,418836.16884023533
Strasbourg,Sud,Studio,25.12438878855263,1,0.0,2,0,Correct,2021.0,0,0,,Individuel gaz,C,8.803905844094444,304.538339494327,8.0,2020-02-05,56852.5277108813
Nice,Ouest,Appartement,61.54517558645675,3,3.0,5,1,Neuf,2000.0,1,0,1.0,Individuel gaz,G,10.608731411592544,,5.0,2020-08-01,306538.5501796949
Toulouse,Est,Studio,43.8502408210305,1,0.0,5,1,Correct,1909.0,1,0,0.0,Individuel électrique,B,0.9459358782723903,331.1758764172842,3.0,2021-06-13,171943.31220163437
Dijon,Sud,Studio,37.45970684087176,1,0.0,6,1,À rénover,1943.0,1,0,0.0,Pompe à chaleur,D,11.433438581492029,313.1288929065064,9.0,2022-11-26,59982.55769916869
Lille,Nord,Maison,208.7983308412766,4,2.0,0,0,Très bon,1973.0,0,0,1.0,,E,11.994015029778552,359.0102067052918,5.0,2020-10-15,427293.2532862759
Paris,Marais,Studio,32.29647788633801,1,,8,1,Correct,1967.0,1,0,0.0,Collectif,,5.419357571298342,766.8701215528208,9.0,2023-09-12,425944.6703747966
Lille,Sud,Maison,140.9400857423329,4,2.0,0,0,Bon,1883.0,0,0,0.0,Individuel gaz,E,1.5759980482976879,,3.0,2020-02-08,311144.2822049766
Lille,Ouest,Appartement,124.4682800796751,4,4.0,2,0,Bon,1972.0,1,0,0.0,Collectif,E,5.284783295239826,940.7865923307995,3.0,2021-10-27,315222.6935821784
Strasbourg,Nord,Studio,43.153680500262965,1,,2,0,Très bon,1980.0,0,0,1.0,,E,5.43496743405741,26.12049428942839,3.0,2021-03-31,143235.00398938285
Paris,Marais,Maison,152.76861985961898,4,3.0,0,0,Très bon,1966.0,0,1,0.0,Collectif,C,2.1704372089596857,334.39990807419576,5.0,2023-06-05,2026186.3867305429
Paris,Belleville,Appartement,99.34968546777164,3,2.0,3,0,Très bon,2008.0,1,0,1.0,,C,4.79665173685575,184.65001630156777,1.0,2021-02-17,1161627.414238866
Nice,Nord,Loft,104.79086788891533,6,6.0,1,0,À rénover,1975.0,0,0,0.0,Individuel gaz,G,6.023446994358665,106.83243036739151,7.0,2023-09-07,351685.6363255475
Le Havre,Centre,Maison,160.5592767042149,7,6.0,0,0,Très bon,1998.0,1,0,,Collectif,D,13.06614492106912,158.32887363171258,9.0,2023-05-23,294994.6041031596
Bordeaux,Est,Loft,110.09125497193945,5,4.0,5,1,Bon,1978.0,1,1,2.0,Collectif,A,9.383961508049385,,7.0,2021-03-07,634336.250340648
Nantes,Centre,Loft,100.89760570037342,4,4.0,3,1,Correct,2013.0,0,1,0.0,Individuel gaz,D,4.15222147034215,286.7941682593185,2.0,2023-11-22,488063.9834837557
Marseille,Joliette,Appartement,79.08235003801295,3,3.0,1,0,Correct,1935.0,1,0,1.0,,D,3.272650679098354,234.33416543270528,8.0,2023-02-08,301210.5219696976
Le Havre,Est,Maison,223.0180090960794,7,5.0,0,0,Neuf,2004.0,0,0,2.0,Individuel électrique,F,8.952266630714366,241.54249922058852,,2020-03-20,374977.73266146844
Marseille,Joliette,Appartement,87.68721808223647,3,2.0,6,1,À rénover,1965.0,1,1,0.0,Individuel gaz,C,3.0316305738133087,317.5904085691457,9.0,2021-07-31,221450.95234387208
Strasbourg,Centre,Appartement,94.4276777188446,4,3.0,4,1,Très bon,1988.0,0,1,0.0,Pompe à chaleur,E,9.080251379717332,129.23011290385605,,2021-11-03,363631.4294469463
Nantes,Est,Loft,126.29782284870973,4,3.0,0,0,Neuf,1976.0,0,0,0.0,Individuel gaz,,4.646409958112291,112.39471942069342,2.0,2022-12-15,658854.8945021994
Bordeaux,Nord,Studio,18.734394212529804,1,0.0,1,0,Correct,1910.0,1,0,2.0,Pompe à chaleur,D,10.451041484219601,,4.0,2023-02-21,69948.70769493283
Nantes,Ouest,Appartement,151.15974677776876,7,6.0,7,1,Très bon,1964.0,0,0,1.0,Individuel gaz,D,6.683036383812333,150.07614044825732,10.0,2023-09-16,594964.8191189682
Nice,Ouest,Maison,233.36273881240726,4,3.0,0,0,Correct,1986.0,0,0,2.0,Individuel électrique,C,1.911204434723648,276.6952852182193,9.0,2023-12-28,1055084.3229994504
Lille,Est,Duplex,127.94690585120924,4,2.0,2,0,À rénover,2012.0,1,0,,Pompe à chaleur,E,9.407247546449154,,2.0,2020-07-12,224726.93927474951
Strasbourg,Ouest,Maison,137.19510439993172,6,,0,0,Bon,1935.0,0,0,1.0,,D,4.027333337137673,184.74332205087356,1.0,2023-07-23,343624.0573061336
Paris,Bastille,Studio,38.79235728285116,1,0.0,9,1,Bon,1955.0,0,1,0.0,Collectif,G,3.891520217020627,404.10857231530673,5.0,2023-08-10,325741.7651237111
Reims,Est,Studio,31.302550863237656,1,1.0,3,1,Correct,1955.0,0,0,1.0,Individuel électrique,D,1.826406607689223,107.29184554958145,6.0,2022-06-05,66048.86239528103
Strasbourg,Est,Appartement,81.68924539875522,3,2.0,1,0,Bon,1972.0,0,0,2.0,Individuel électrique,B,4.22169799557082,279.1680926439437,10.0,2023-02-07,279295.2112019037
Marseille,Prado,Appartement,101.7761207764533,5,4.0,3,1,Bon,2007.0,1,0,0.0,Individuel électrique,C,3.411195045939568,83.97952407171354,,2022-08-28,415075.5786109729
Dijon,Sud,Studio,35.54583529793627,1,0.0,0,0,À rénover,1960.0,1,1,0.0,Individuel électrique,E,2.8613275406443783,507.3820416301179,10.0,2023-11-05,78880.57692673059
Bordeaux,Centre,Maison,245.80764988928513,4,3.0,0,0,Bon,1921.0,0,1,0.0,Collectif,,12.128049483541247,97.39083896376003,8.0,2020-05-04,810781.8988595224
Angers,Est,Maison,159.06580963552312,5,4.0,0,0,Bon,1970.0,1,0,0.0,Individuel gaz,D,5.817998957685191,241.60323061697335,7.0,2021-06-29,329292.12379424775
Nantes,Est,Studio,20.44241452011337,1,0.0,6,1,Correct,,0,0,0.0,Pompe à chaleur,E,2.26866873018035,52.52736351800562,5.0,2023-07-06,65986.04327267401
Bordeaux,Ouest,Studio,30.874018938227177,1,0.0,4,0,Très bon,,0,0,0.0,Pompe à chaleur,B,5.962926463768288,195.08950566705235,10.0,2020-05-21,128171.01449984866
Le Havre,Nord,Appartement,69.04704285968788,2,,8,1,À rénover,1971.0,0,0,0.0,Individuel électrique,C,4.314024615968869,255.64358988552732,2.0,2020-04-06,119420.8287652782
Angers,Ouest,Appartement,89.46002665527593,4,4.0,4,1,Bon,1971.0,0,0,0.0,Individuel électrique,D,4.951353929480965,,9.0,2020-05-27,220295.44040470486
Nice,Est,Appartement,61.512441873664386,3,3.0,0,0,Correct,2002.0,0,0,0.0,Collectif,D,9.575721344196651,77.90630676137106,1.0,2020-02-16,270407.96078863286
Strasbourg,Est,Maison,159.10641010049443,7,6.0,0,0,Bon,,0,0,,Individuel gaz,D,1.993767622787476,422.83267909848087,9.0,2020-09-26,379558.8924785991
